PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,LogGI50_M,LogGI50_u,LogGI50_V,IndnGI50,StddevGI50,LogTGI_M,LogTGI_u,LogTGI_V,IndnTGI,StddevTGI
RESULT_TYPE,,,,,,,,FLOAT,FLOAT,FLOAT,INTEGER,FLOAT,FLOAT,FLOAT,FLOAT,INTEGER,FLOAT
RESULT_DESCR,,,,,,,,"Log of the GI50 result, unit: M.","Log of the GI50 result, unit: ug/mL.","Log of the GI50 result, unit: Volumetric.",Number of tests averaged for the GI50 value for this NSC and cell line.,Standard Deviation of the Log10 of the GI50 result averaged across all tests for this NSC and cell line.,"Log of the TGI result, unit: M.","Log of the TGI result, unit: ug/mL.","Log of the TGI result, unit: Volumetric.",Number of tests averaged for the TGI value for this NSC and cell line.,Standard Deviation of the Log10 of the TGI result averaged across all tests for this NSC and cell line.
91,68525,219939,C1=CC=C2C(=C1)C=CC3=C2C=C(C=C3)CCC(=O)NN,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=1760&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
92,68535,5455,CN(C)C(=S)SSC(=S)N(C)C,Inactive,11,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=1771&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.678,,,2,0.1222,-4.3596,,,2,0.1704
93,68559,7340,CC1=CC=CC=C1N=NC2=CC(=C(C=C2)N)C,Inactive,23,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=1797&systemname=NCI+Cancer&idn1=1&idn2=1,,-5.3985,,,1,0,-4.8338,,,1,0
94,68564,8467,CCOC1=C(C=CC(=C1)C=O)O,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=1803&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
95,68567,74497,C1=CC(=CC=C1O)S(=O)C2=CC=C(C=C2)O,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=1806&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
96,68581,17210,C1=CC=C(C=C1)N=NC2=CC=C(C=C2)S(=O)(=O)O,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=1847&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
97,538392,14107,C[N+](C)(C)CCC1=CC=CC=C1.[I-],Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=1848&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
98,68597,69314,C1=CC=C(C=C1)OCC(=O)N,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=1865&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
99,538394,8691,C1=CC=C(C=C1)N=NC2=C(N=C(C=C2)N)N.Cl,Inactive,8,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=1879&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.4967,,,1,0,-4,,,1,0
100,68622,72916,C1(=O)NC(=O)NN1,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=1892&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
101,68624,1133,C(C(=O)O)S,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=1894&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
102,68625,15078,C1(=NC(=NN1)N)N,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=1895&systemname=NCI+Cancer&idn1=1&idn2=1,,-2.2755,,,9,0.2229,-2.0131,,,9,0.0393
103,68627,1201546,C1C(=O)NC(=S)S1,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=1899&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
104,68634,72508,C1CCNCC1.C1CCN(CC1)C(=S)S,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=1906&systemname=NCI+Cancer&idn1=1&idn2=1,,,-4.4366,,1,0,,-4,,1,0
105,68634,72508,C1CCNCC1.C1CCN(CC1)C(=S)S,Inactive,3,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=1906&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.2062,,,1,0,-3.3915,,,1,0
106,68636,66628,C1=CN=C(C(=N1)C(=O)O)C(=O)O,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=1908&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
107,538399,23615615,C[As](=O)(C)O.[Na+],Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=1910&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,2,0,-4,,,2,0
108,68644,684551,CC(=O)N1CC(=O)NC1=S,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=1920&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
109,538403,459484,C1(=NN=C(N1N)N)N.Br,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=1936&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
110,538404,24180854,C1CNC(=S)N1.Br,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=1938&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
111,538405,5351603,C(C(C(C(C(C(=O)O)O)O)O)O)O.[Ba+2],Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=1945&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
112,68688,95325,CCOC(=O)C(C1=CC=CC=C1)C(=O)CC2=CC=CC=C2,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=1970&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
113,68707,5377023,C1=CC=C(C=C1)C(=O)/C=C/C2=CC(=CC=C2)Cl,Inactive,14,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=1990&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.8296,,,1,0,-4.5293,,,1,0
114,538420,6419846,C1=CC=C2C(=C1)C=CC=N2.C(=N)=S.C(=N)=S.C(#N)S.[NH2-].[NH2-].[NH2-].[NH2-].[Cu+2],Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=2006&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
115,538423,24180869,CCCCCCCCCCCC[N+]1=CC=C(C=C1)CCCCCCCCC.[Cl-],Active,40,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=2012&systemname=NCI+Cancer&idn1=1&idn2=1,,-6.4085,,,1,0,-5.7466,,,1,0
116,68715,5634,C=CCCCCCCCCC(=O)O,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=2013&systemname=NCI+Cancer&idn1=1&idn2=1,,-3.9129,,,5,0.0956,-3.5616,,,5,0.1865
117,68723,7389,C1=CC(=CC=C1N)[As](=O)(O)O,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=2023&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
118,68731,6051,C1=CC=C(C=C1)N=NC2=CC=C(C=C2)N,Inactive,4,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=2032&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.2112,,,1,0,-4,,,1,0
119,68737,1923,C1=CC2=C(C(=C1)O)N=CC=C2,Inactive,15,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=2039&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.873,,,1,0,-4,,,1,0
120,538429,20838042,C1=CC(=CC=C1NCC(=O)N)[As](=O)(O)O.[Na+],Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=2050&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
121,538430,24180872,CCN(CC)CC(C1=CC2=C(C=CC3=CC=CC=C32)C=C1)O.Cl,Inactive,13,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=2052&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.7725,,,1,0,-4.4323,,,1,0
122,68748,219999,C1=CC=C(C=C1)C2=CC=C(C=C2)C(C3=CC=C(C=C3)C4=CC=CC=C4)(C5=CC=C(C=C5)C6=CC=CC=C6)O,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=2053&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
123,68755,1549521,C1=COC(=C1)/C=C/C=O,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=2061&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
124,68760,2153,CN1C2=C(C(=O)N(C1=O)C)NC=N2,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=2066&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
125,68840,220008,CC1=CC=C(C=C1)NCCO,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=2154&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
126,68869,7899,C(CCl)C(=O)O,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=2183&systemname=NCI+Cancer&idn1=1&idn2=1,,-2.301,,,1,0,-2.301,,,1,0
127,68872,31316,CC1=CC(=C(C=C1C2(C3=CC=CC=C3C(=O)O2)C4=CC(=C(C=C4C)O)C(C)C)C(C)C)O,Inactive,28,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=2186&systemname=NCI+Cancer&idn1=1&idn2=1,,-5.6734,,,2,0.0404,-5.2895,,,2,0.078
128,538446,24180879,C1=CC=C2C(=C1)C(=CN2)CC(C(=O)NO)C(=O)O.[Na+],Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=2289&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
129,69020,14925,C(C(CC(=O)O)C(=O)O)C(=O)O,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=2347&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
130,69032,75147,CC(C)(C)C1=CC(=C(C=C1)O)Br,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=2360&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
131,69055,1550330,C1C/C(=C\C2=CC=CC=C2)/C(=O)/C(=C/C3=CC=CC=C3)/C1,Inactive,19,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=2384&systemname=NCI+Cancer&idn1=1&idn2=1,,-5.1626,,,1,0,-4.9111,,,1,0
132,69055,1550330,C1C/C(=C\C2=CC=CC=C2)/C(=O)/C(=C/C3=CC=CC=C3)/C1,Inactive,15,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=2384&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.8935,,,3,0.1067,-4.6593,,,3,0.2972
133,69097,5354177,CCCCCCC(C)OC(=O)C/C(=C\C(=O)OC(C)CCCCCC)/C(=O)OC(C)CCCCCC,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=2426&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
134,538489,5351607,C1=CC=C2C=[N+](C=CC2=C1)CC3=CC=NC4=CC=CC=C34.[I-],Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=2518&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
135,69190,220191,C1C(C(C(C(O1)OCC2=CC=CC=C2)O)O)O,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=2561&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
136,69232,12688,CCCC[Sn](CCCC)(Cl)Cl,Inactive,37,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=2604&systemname=NCI+Cancer&idn1=1&idn2=1,,-6.2075,,,2,0.084,-5.6553,,,2,0.0069
137,69249,4947,CCCOC(=O)C1=CC(=C(C(=C1)O)O)O,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=2626&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
138,69275,6597,C(C(=O)O)(Cl)Cl,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=2654&systemname=NCI+Cancer&idn1=1&idn2=1,,-2,,,2,0,-2,,,2,0
139,69304,220231,C1=CC=C2C(=C1)C(=NO)C3=CC=CC=C3S2(=O)=O,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=2686&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
140,69313,7432,C1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])C(=O)Cl,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=2697&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
141,69326,95342,C1=CC=C(C=C1)C(C(C(=O)C2=CC=CC=C2)Br)Br,Inactive,16,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=2715&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.9833,,,1,0,-4.6236,,,1,0
142,69335,69497,CC1=CC=C(C=C1)S(=O)(=O)C2=CC=CC=C2,Inactive,20,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=2724&systemname=NCI+Cancer&idn1=1&idn2=1,,-5.2119,,,1,0,-4,,,1,0
143,538515,24180923,C1=CC=C2C(=C1)C=CC=C2CCCS(=O)(=O)O.[Na+],Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=2737&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
144,69355,444972,C(=C/C(=O)O)\C(=O)O,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=2752&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
145,538523,6842,C[N+]1=C2C=C(C=CC2=CC3=C1C=C(C=C3)N)N.[Cl-],Inactive,31,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=2755&systemname=NCI+Cancer&idn1=1&idn2=1,,-5.8349,,,2,0.0692,-5.2451,,,2,0.0688
146,69359,135400457,CC1=NC2=CC=CC=C2C(=O)N1,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=2757&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
147,69371,10113,C(=O)(C(=O)N)N,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=2770&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
148,69386,135399288,COC1=C(C2=C(C(=C1)[N+](=O)[O-])N=CC=C2)O,Inactive,31,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=2785&systemname=NCI+Cancer&idn1=1&idn2=1,,-5.8623,,,1,0,-5.3188,,,1,0
149,69388,220278,C(CO)CSCCO,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=2787&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
150,69401,220284,CC1=CC(=C(C=C1O)C2=C(C=C(C(=C2)O)C)O)O,Inactive,16,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=2805&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.98,,,2,0.5221,-4.4102,,,2,0.4342
151,69414,9064,C1[C@@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=2819&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
152,69416,445858,COC1=C(C=CC(=C1)/C=C/C(=O)O)O,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=2821&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
153,69424,8369,CC1=C(C(=O)C=CO1)O,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=2829&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
154,69428,4789,C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2OC3C(C(C(C(O3)CO)O)O)O)O)O)O,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=2833&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
155,69492,12091,C1=CC(=CC=C1C(=O)N)[N+](=O)[O-],Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=2902&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
156,538555,5351609,CC1=CC(=CC(=[O+]1)C)SCC(=O)C2=CC=C(C=C2)Br.[Br-],Inactive,8,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=2941&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.4996,,,1,0,-4,,,1,0
157,69544,220359,CC(C)C1(CCC2C3(CCCC(C3CC(C2(C1Cl)Cl)Cl)(C)C(=O)O)C)Cl,Inactive,4,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=2979&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.2664,,,1,0,-4,,,1,0
158,69563,220370,CC1CCCC(C1)(CC(=O)O)CC(=O)O,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=3001&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
159,69594,220395,C1=CC=C2C=C(C=CC2=C1)CCCC(=O)O,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=3036&systemname=NCI+Cancer&idn1=1&idn2=1,,-4,,,1,0,-4,,,1,0
160,538568,24180949,C1=CC=C(C=C1)CC(=O)O.[Na+],Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=3039&systemname=NCI+Cancer&idn1=1&idn2=1,,-2.699,,,1,0,-2.699,,,1,0
161,69606,31254,CNC=O,Inactive,0,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=3051&systemname=NCI+Cancer&idn1=1&idn2=1,,-2,,,10,0,-2,,,10,0
162,538571,44415057,C[C@H]1[C@@H](C(=O)N[C@@H](C(=O)N2CCC[C@H]2C(=O)N(CC(=O)N([C@H](C(=O)O1)C(C)C)C)C)C(C)C)NC(=O)C3=C4C(=C(C=C3)C)OC5=C(C(=O)C(=C(C5=N4)C(=O)N[C@H]6[C@@H](OC(=O)[C@@H](N(C(=O)CN(C(=O)[C@@H]7CCCN7C(=O)[C@H](NC6=O)C(C)C)C)C)C(C)C)C)N)C,Active,100,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=3053&systemname=NCI+Cancer&idn1=1&idn2=1,,-10.0231,,,1,0,-10,,,1,0
163,538571,44415057,C[C@H]1[C@@H](C(=O)N[C@@H](C(=O)N2CCC[C@H]2C(=O)N(CC(=O)N([C@H](C(=O)O1)C(C)C)C)C)C(C)C)NC(=O)C3=C4C(=C(C=C3)C)OC5=C(C(=O)C(=C(C5=N4)C(=O)N[C@H]6[C@@H](OC(=O)[C@@H](N(C(=O)CN(C(=O)[C@@H]7CCCN7C(=O)[C@H](NC6=O)C(C)C)C)C)C(C)C)C)N)C,Active,100,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=3053&systemname=NCI+Cancer&idn1=1&idn2=1,,,-11.6021,,1,0,,-7.6021,,1,0
164,538571,44415057,C[C@H]1[C@@H](C(=O)N[C@@H](C(=O)N2CCC[C@H]2C(=O)N(CC(=O)N([C@H](C(=O)O1)C(C)C)C)C)C(C)C)NC(=O)C3=C4C(=C(C=C3)C)OC5=C(C(=O)C(=C(C5=N4)C(=O)N[C@H]6[C@@H](OC(=O)[C@@H](N(C(=O)CN(C(=O)[C@@H]7CCCN7C(=O)[C@H](NC6=O)C(C)C)C)C)C(C)C)C)N)C,Active,73,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=3053&systemname=NCI+Cancer&idn1=1&idn2=1,,-8.4052,,,2,0.1884,-7.4996,,,2,0.2789
165,538571,44415057,C[C@H]1[C@@H](C(=O)N[C@@H](C(=O)N2CCC[C@H]2C(=O)N(CC(=O)N([C@H](C(=O)O1)C(C)C)C)C)C(C)C)NC(=O)C3=C4C(=C(C=C3)C)OC5=C(C(=O)C(=C(C5=N4)C(=O)N[C@H]6[C@@H](OC(=O)[C@@H](N(C(=O)CN(C(=O)[C@@H]7CCCN7C(=O)[C@H](NC6=O)C(C)C)C)C)C(C)C)C)N)C,Active,78,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=3053&systemname=NCI+Cancer&idn1=1&idn2=1,,-8.659,,,71,0.6993,-7.7805,,,71,0.6807
166,538571,44415057,C[C@H]1[C@@H](C(=O)N[C@@H](C(=O)N2CCC[C@H]2C(=O)N(CC(=O)N([C@H](C(=O)O1)C(C)C)C)C)C(C)C)NC(=O)C3=C4C(=C(C=C3)C)OC5=C(C(=O)C(=C(C5=N4)C(=O)N[C@H]6[C@@H](OC(=O)[C@@H](N(C(=O)CN(C(=O)[C@@H]7CCCN7C(=O)[C@H](NC6=O)C(C)C)C)C)C(C)C)C)N)C,Active,71,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=3053&systemname=NCI+Cancer&idn1=1&idn2=1,,-8.2807,,,2,0.963,-7.3145,,,2,1.0075
167,538571,44415057,C[C@H]1[C@@H](C(=O)N[C@@H](C(=O)N2CCC[C@H]2C(=O)N(CC(=O)N([C@H](C(=O)O1)C(C)C)C)C)C(C)C)NC(=O)C3=C4C(=C(C=C3)C)OC5=C(C(=O)C(=C(C5=N4)C(=O)N[C@H]6[C@@H](OC(=O)[C@@H](N(C(=O)CN(C(=O)[C@@H]7CCCN7C(=O)[C@H](NC6=O)C(C)C)C)C)C(C)C)C)N)C,Active,87,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=3053&systemname=NCI+Cancer&idn1=1&idn2=1,,-9.2194,,,4,0.3704,-7.7399,,,4,0.454
168,538571,44415057,C[C@H]1[C@@H](C(=O)N[C@@H](C(=O)N2CCC[C@H]2C(=O)N(CC(=O)N([C@H](C(=O)O1)C(C)C)C)C)C(C)C)NC(=O)C3=C4C(=C(C=C3)C)OC5=C(C(=O)C(=C(C5=N4)C(=O)N[C@H]6[C@@H](OC(=O)[C@@H](N(C(=O)CN(C(=O)[C@@H]7CCCN7C(=O)[C@H](NC6=O)C(C)C)C)C)C(C)C)C)N)C,Active,84,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=3053&systemname=NCI+Cancer&idn1=1&idn2=1,,-9.0462,,,40,0.4173,-7.9226,,,40,0.51
169,538571,44415057,C[C@H]1[C@@H](C(=O)N[C@@H](C(=O)N2CCC[C@H]2C(=O)N(CC(=O)N([C@H](C(=O)O1)C(C)C)C)C)C(C)C)NC(=O)C3=C4C(=C(C=C3)C)OC5=C(C(=O)C(=C(C5=N4)C(=O)N[C@H]6[C@@H](OC(=O)[C@@H](N(C(=O)CN(C(=O)[C@@H]7CCCN7C(=O)[C@H](NC6=O)C(C)C)C)C)C(C)C)C)N)C,Active,67,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=3053&systemname=NCI+Cancer&idn1=1&idn2=1,,-8,,,2,0,-7.9949,,,2,0.0073
170,538572,5351454,CN(C)C1=NC=NC2=C1N=CN2C3C(C(C(O3)CO)NC(=O)[C@H](CC4=CC=C(C=C4)OC)N)O.Cl,Active,47,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=3055&systemname=NCI+Cancer&idn1=1&idn2=1,,-6.7929,,,1,0,-6.3643,,,1,0
171,538575,54611691,O[As]=O.[K+],Inactive,5,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=3060&systemname=NCI+Cancer&idn1=1&idn2=1,,-4.316,,,2,0.4469,-4,,,2,0
172,69611,4993,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl,Inactive,21,http://dtp.nci.nih.gov/dtpstandard/servlet/doseresponse?searchtype=NSC&searchlist=3061&systemname=NCI+Cancer&idn1=1&idn2=1,,-5.2365,,,2,0.0497,-4,,,2,0
